family,timestamp,level,host,process,module,pid,source_ip,method,url,version,status,size,referer,user_agent,logger,message
syslog,"Jun 15 12:12:34","","combo","sshd","pam_unix",23407,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4"
syslog,"Jun 15 12:12:34","","combo","sshd","pam_unix",23403,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4"
syslog,"Jun 15 12:12:34","","combo","sshd","pam_unix",23412,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 12:12:34","","combo","sshd","pam_unix",23412,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4"
syslog,"Jun 15 12:13:19","","combo","sshd","pam_unix",23414,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 12:13:19","","combo","sshd","pam_unix",23414,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4"
syslog,"Jun 15 12:13:20","","combo","sshd","pam_unix",23416,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 12:13:20","","combo","sshd","pam_unix",23416,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23661,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23661,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23663,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23663,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23664,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:32","","combo","sshd","pam_unix",23664,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:33","","combo","sshd","pam_unix",23665,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:33","","combo","sshd","pam_unix",23665,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:34","","combo","sshd","pam_unix",23669,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:34","","combo","sshd","pam_unix",23669,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23671,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23671,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23673,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23673,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23674,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:35","","combo","sshd","pam_unix",23674,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:36","","combo","sshd","pam_unix",23678,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:36","","combo","sshd","pam_unix",23678,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 14:53:36","","combo","sshd","pam_unix",23677,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 14:53:36","","combo","sshd","pam_unix",23677,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24138,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24138,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24137,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24137,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24141,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24141,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24140,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24140,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24139,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 15 20:05:31","","combo","sshd","pam_unix",24139,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net"
syslog,"Jun 16 04:10:22","","combo","su","pam_unix",25178,"","","","",-1,-1,"","","","session opened for user cyrus by (uid=0)"
syslog,"Jun 16 04:10:23","","combo","su","pam_unix",25178,"","","","",-1,-1,"","","","session closed for user cyrus"
syslog,"Jun 16 04:10:24","","combo","logrotate","",-1,"","","","",-1,-1,"","","","ALERT exited abnormally with [1]"
syslog,"Jun 16 04:16:17","","combo","su","pam_unix",25548,"","","","",-1,-1,"","","","session opened for user news by (uid=0)"
syslog,"Jun 16 04:16:18","","combo","su","pam_unix",25548,"","","","",-1,-1,"","","","session closed for user news"
syslog,"Jun 17 04:03:33","","combo","su","pam_unix",27953,"","","","",-1,-1,"","","","session opened for user cyrus by (uid=0)"
syslog,"Jun 17 04:03:34","","combo","su","pam_unix",27953,"","","","",-1,-1,"","","","session closed for user cyrus"
syslog,"Jun 17 04:03:36","","combo","logrotate","",-1,"","","","",-1,-1,"","","","ALERT exited abnormally with [1]"
syslog,"Jun 17 04:09:43","","combo","su","pam_unix",29190,"","","","",-1,-1,"","","","session opened for user news by (uid=0)"
syslog,"Jun 17 04:09:45","","combo","su","pam_unix",29190,"","","","",-1,-1,"","","","session closed for user news"
syslog,"Jun 17 07:07:00","","combo","ftpd[29504]","",29504,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:00","","combo","ftpd[29508]","",29508,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:00","","combo","ftpd[29507]","",29507,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:00","","combo","ftpd[29505]","",29505,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:00","","combo","ftpd[29506]","",29506,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:00","","combo","ftpd[29509]","",29509,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005"
syslog,"Jun 17 07:07:02","","combo","ftpd[29510]","",29510,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005"
syslog,"Jun 17 07:07:04","","combo","ftpd[29511]","",29511,"","","","",-1,-1,"","","","connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005"
syslog,"Jun 17 19:43:13","","combo","sshd","pam_unix",30565,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest"
syslog,"Jun 17 20:29:26","","combo","sshd","pam_unix",30631,"","","","",-1,-1,"","","","session opened for user test by (uid=509)"
syslog,"Jun 17 20:34:57","","combo","sshd","pam_unix",30631,"","","","",-1,-1,"","","","session closed for user test"
syslog,"Jun 17 20:55:06","","combo","ftpd[30755]","",30755,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005"
syslog,"Jun 17 20:55:06","","combo","ftpd[30754]","",30754,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005"
syslog,"Jun 17 20:55:06","","combo","ftpd[30753]","",30753,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005"
syslog,"Jun 17 20:55:06","","combo","ftpd[30756]","",30756,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005"
syslog,"Jun 17 20:55:06","","combo","ftpd[30757]","",30757,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005"
syslog,"Jun 17 20:55:07","","combo","ftpd[30758]","",30758,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005"
syslog,"Jun 17 20:55:07","","combo","ftpd[30759]","",30759,"","","","",-1,-1,"","","","connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31201,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31201,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31199,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31199,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31198,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31198,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31202,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31202,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31205,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31205,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31200,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31200,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31206,"","","","",-1,-1,"","","","check pass; user unknown"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31206,"","","","",-1,-1,"","","","authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net"
syslog,"Jun 18 01:30:59","","combo","sshd","pam_unix",31204,"","","","",-1,-1,"","","","check pass; user unknown"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:10:02:d5,bridge_name='br-int',has_traffic_filtering=True,id=0909e467-abc5-46da-aa5e-5ad638e12e7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0909e467-ab')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","Running privsep helper: "
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","Spawned new privsep daemon via rootwrap"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","privsep daemon starting"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","privsep process running with uid/gid: 0/0"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","privsep process running with capabilities (eff/prm/inh): CAP_NET_ADMIN/CAP_NET_ADMIN/none"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","oslo.privsep.daemon","privsep daemon running as pid 3795"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ee:f7:d3,bridge_name='br-int',has_traffic_filtering=True,id=92fa5515-1035-43a8-9a4b-918c8337e4a0,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap92fa5515-10')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:a7:4e,bridge_name='br-int',has_traffic_filtering=True,id=6def45c7-598d-4775-9034-4deca6812f7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap6def45c7-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/fa91d7de-0896-41e1-a733-0260d1e20e89_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/fa91d7de-0896-41e1-a733-0260d1e20e89_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:10:02:d5,bridge_name='br-int',has_traffic_filtering=True,id=0909e467-abc5-46da-aa5e-5ad638e12e7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0909e467-ab')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/30fccdc4-a449-47f4-b769-0aa8e7a52079_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/30fccdc4-a449-47f4-b769-0aa8e7a52079_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:a7:4e,bridge_name='br-int',has_traffic_filtering=True,id=6def45c7-598d-4775-9034-4deca6812f7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap6def45c7-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/fa91d7de-0896-41e1-a733-0260d1e20e89_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:10:02:d5,bridge_name='br-int',has_traffic_filtering=True,id=0909e467-abc5-46da-aa5e-5ad638e12e7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0909e467-ab')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/30fccdc4-a449-47f4-b769-0aa8e7a52079_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.57 seconds to destroy the instance on the hypervisor."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.70 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance fa91d7de-0896-41e1-a733-0260d1e20e89 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance fa91d7de-0896-41e1-a733-0260d1e20e89 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:a7:4e,bridge_name='br-int',has_traffic_filtering=True,id=6def45c7-598d-4775-9034-4deca6812f7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap6def45c7-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 30fccdc4-a449-47f4-b769-0aa8e7a52079 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 30fccdc4-a449-47f4-b769-0aa8e7a52079 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:10:02:d5,bridge_name='br-int',has_traffic_filtering=True,id=0909e467-abc5-46da-aa5e-5ad638e12e7a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0909e467-ab')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 2.75 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 2.22 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance fa91d7de-0896-41e1-a733-0260d1e20e89"
